instanceid,text,category,label
31177918,Beyond EZH2: is the polycomb protein CBX2 an emerging target for anti-cancer therapy?,2019,2
31177915,The use of indwelling pleural catheters for the treatment of malignant pleural effusions.,2019,2
31177911,TGFB1-induced autophagy affects the pattern of pancreatic cancer progression in distinct ways depending on SMAD4 status.,2020,2
31177904,Management of Insomnia and Anxiety in Myasthenia Gravis.,2019,2
31177901,PHB2 (prohibitin 2) promotes PINK1-PRKN/Parkin-dependent mitophagy by the PARL-PGAM5-PINK1 axis.,2020,2
31177880,Urinary incontinence and quality of life in endometrial cancer patients after robotic-assisted laparoscopic hysterectomy with lymph node dissection.,2019,2
31177876,Evaluation of serum M30 and M65 activity in patients with stage-I endometrial cancer.,2019,2
31177874,Rest-activity circadian rhythm in breast cancer survivors at 5 years after the primary diagnosis.,2019,2
31177872,An update on advanced dual-energy CT for head and neck cancer imaging.,2019,2
31177864,A comprehensive and practical approach to the management of idiopathic pulmonary fibrosis.,2019,0
31177855,Value of quantitative and qualitative analyses of serum and urine cell-free DNA as diagnostic tools for bladder cancer: a meta-analysis.,2019,0
31177854,The clinical application of fruquintinib on colorectal cancer.,2019,0
31177852,A review of chimeric antigen receptor T-cells in lymphoma.,2019,0
31177820,Paclitaxel-Coated Balloons and Eluting Stents: Is There a Mortality Risk in Patients With Peripheral Artery Disease?,2019,0
31177792,To the approximate size of the nuclear region occupied by nucleolar bodies during cell differentiation and maturation using the human leukemic granulocytic lineage as a convenient model.,2019,0
31177779,Novel Insights into Gallium's Mechanism of Therapeutic Action: A DFT/PCM Study of the Interaction between Ga,2019,0
31177777,Improvement of Asparagine Ethylenediamines as Anti-malarial ,2019,0
32743417,Malignant melanoma of the male urethra with increased 5-,2019,0
31177641,"Clinical outcomes, ultrastructure and immunohistochemical features of canine high-grade olfactory neuroblastoma.",2019,0
31177634,Therapeutic Plasma Exchange in Tehran Between 2011 and 2014.,2020,0
31177624,Analysis of outcome in dogs that undergo secondary amputation as an end-point for managing complications related to limb salvage surgery for treatment of appendicular osteosarcoma.,2020,0
31177622,Spectral histopathology of the lung: A review of two large studies.,2019,0
31177613,Characterization of P. falciparum dipeptidyl aminopeptidase 3 specificity identifies differences in amino acid preferences between peptide-based substrates and covalent inhibitors.,2019,0
31177611,Bufothionine Promotes Apoptosis via Triggering ER Stress and Synergizes with Temozolomide in Glioblastoma Multiforme Cells.,2019,0
31177609,Tetramer formation by the caspase-activated fragment of the Par-4 tumor suppressor.,2019,0
31177599,Molecular functions and biological roles of long non-coding RNAs in human physiology and disease.,2019,0
31177595,TLL1 variants do not predict hepatocellular carcinoma development in HCV cirrhotic patients treated with direct-acting antivirals.,2019,0
31177593,Metabolic regulation through the endosomal system.,2019,0
31177590,Weighted gene coexpression network analysis reveals hub genes involved in cholangiocarcinoma progression and prognosis.,2019,0
31177576,Association between musk antibody concentrations and the myasthenia gravis composite score in 3 patients: A marker of relapse?,2019,0
31177574,Co-inhibition of BET proteins and PD-L1 as a potential therapy for OSCC through synergistic inhibition of FOXM1 and PD-L1 expressions.,2019,1
31177570,Pre-transplant alpha-fetoprotein is associated with post-transplant hepatocellular carcinoma recurrence mortality.,2019,1
31177568,A case of pedunculated duodenal neuroendocrine tumor.,2019,1
31177563,The sub-classification of type B2 vessels according to the magnifying endoscopic classification of the Japan Esophageal Society.,2020,1
31177562,The role of environmental exposures and the epigenome in health and disease.,2020,1
31177561,Gleason grade patterns in nodal metastasis and corresponding prostatectomy specimens: impact on patient outcome.,2019,1
31177557,The economic burden of oral squamous cell carcinoma in Australia.,2019,1
31177553,Implementation of an NGS-based sequencing and gene fusion panel for clinical screening of patients with suspected hematologic malignancies.,2019,1
31177543,Fibreglass dermatitis in a caravan manufacturer manifesting as prurigo nodularis.,2019,1
31177537,"Phase 1-2 study of vorinostat (SAHA), cladribine and rituximab (SCR) in relapsed B-cell non-Hodgkin lymphoma and previously untreated mantle cell lymphoma.",2019,1
31177529,Tissue-specific production of MicroRNA-155 inhibits melanocortin 5 receptor-dependent suppressor macrophages to promote experimental autoimmune uveitis.,2019,1
31177507,Adjuvant Treatment of Melanoma: Recent Developments and Future Perspectives.,2019,1
31177496,Monocyte-Derived Dendritic Cells as Antigen-Presenting Cells in T-Cell Proliferation and Cytokine Production.,2019,1
31177493,Quantifying Human Innate Cytokine and Chemokine Responses Ex Vivo via Pattern Recognition Receptor Stimulation.,2019,1
31177490,Measurement of Allergen-Specific Inhibitory Antibody Activity.,2019,1
31177479,Effects of Age Among Elderly Cancer Patients on Breakthrough Pain Management with Sublingual Fentanyl Tablets.,2019,1
31177474,N-doped carbon nanodots@UiO-66-NH,2019,1
31177473,"CT gastrography ""wall-carving technique"" of gastric cancer: impact of contrast enhancement based on layer depth.",2019,1
31177467,Comparative Analysis of Blood Plasma Proteome in Patients with Renal Cell Carcinoma.,2019,1
31177462,Hypermethylated Genes of MicroRNA in Ovarian Carcinoma: Metastasis Prediction Marker Systems.,2019,1
31177461,Evaluation of Antitumor Efficiency of High Intensity Radiation ,2019,1
31177458,Ultrastructural Changes in Hepatocellular Carcinoma-29 Cells after Treatment with Lithium Carbonate.,2019,1
31177454,Oncolytic Activity of the Vaccine Strain of Type 3 Poliovirus on the Model of Rat Glioma C6 Cells.,2019,1
31177425,Non-NF2 mutations have a key effect on inhibitory immune checkpoints and tumor pathogenesis in skull base meningiomas.,2019,1
31177413,Arsenic contamination in Kolkata metropolitan city: perspective of transportation of agricultural products from arsenic-endemic areas.,2019,1
31177402,The influence of the coadministration of the p-glycoprotein modulator elacridar on the pharmacokinetics of lapatinib and its distribution in the brain and cerebrospinal fluid.,2020,1
31177401,"CKT0353, a novel microtubule targeting agent, overcomes paclitaxel induced resistance in cancer cells.",2020,1
31177400,Activation of IGF-1R pathway and NPM-ALK G1269A mutation confer resistance to crizotinib treatment in NPM-ALK positive lymphoma.,2020,1
31177399,Novel thiosemicarbazones induce high toxicity in estrogen-receptor-positive breast cancer cells (MCF7) and exacerbate cisplatin effectiveness in triple-negative breast (MDA-MB231) and lung adenocarcinoma (A549) cells.,2020,1
31177396,CNOT3 contributes to cisplatin resistance in lung cancer through inhibiting RIPK3 expression.,2019,1
31177394,Factors associated with severe oral mucositis and candidiasis in patients undergoing radiotherapy for oral and oropharyngeal carcinomas: a retrospective multicenter study of 326 patients.,2020,1
31177393,"Factors impacting on discordance with treatment plan in head and neck cancer patients: a retrospective, population-based cohort study.",2020,1
31177392,"Chemotherapy-induced nausea and vomiting control in pediatric patients receiving ifosfamide plus etoposide: a prospective, observational study.",2020,1
31177390,Clinical and psychometric validation of the BreSAS questionnaire module for symptom assessment among breast cancer survivors.,2020,1
31177389,Do parents of children with cancer want to participate in treatment decision-making?,2020,1
31177386,FOXP3 immunoregulatory gene variants are independent predictors of human papillomavirus infection and cervical cancer precursor lesions.,2019,1
31177376,"JSH practical guidelines for hematological malignancies, 2018: II. Lymphoma-5-diffuse large B-cell lymphoma, not otherwise specified (DLBCL, NOS).",2019,1
31177375,Pharmacotherapy decision-making among patients with breast cancer in Japan: results of an online survey.,2019,1
31177374,A novel nipple-areola complex involvement predictive index for indicating nipple-sparing mastectomy in breast cancer patients.,2019,1
31177362,Sideroflexin 3 is a Mitochondrial Protein Enriched in Neurons.,2019,1
31177356,A new triterpene from the green walnut husks of Juglans mandshurica Maxim.,2019,1
31177355,Suppression of colorectal cancer cell growth by combined treatment of 6-gingerol and ??-tocotrienol via alteration of multiple signalling pathways.,2019,1
31177349,Ulnar nerve entrapment in Guyon's canal caused by a ganglion cyst: two case reports and review of the literature.,2019,1
31177346,DRRNet: Dense Residual Refine Networks for Automatic Brain Tumor Segmentation.,2019,1
31177342,A review of the influence of mammographic density on breast cancer clinical and pathological phenotype.,2019,1
31177329,Comparison of IL-2 vs IL-7/IL-15 for the generation of NY-ESO-1-specific T cells.,2019,1
31177328,An HER2 DNA vaccine with evolution-selected amino acid substitutions reveals a fundamental principle for cancer vaccine formulation in HER2 transgenic mice.,2019,1
31177326,Patient quality of life after vestibular schwannoma removal: possibilities and limits to measuring different domains of patients' wellbeing.,2019,1
31177317,Sarcomatoid carcinomas of the gallbladder: clinicopathologic characteristics.,2019,1
31177316,Prognostic impact of the combination of neutrophil-to-lymphocyte ratio and Glasgow prognostic score in colorectal cancer: a retrospective cohort study.,2019,1
31177307,Urolithin A induces prostate cancer cell death in p53-dependent and in p53-independent manner.,2020,1
31177305,Symptoms and diagnostic delays in bladder cancer with high risk of recurrence: results from a prospective FinnBladder 9 trial.,2020,1
31177299,"Helicobacter pylori (HP) infection alone, but not HP-induced atrophic gastritis, increases the risk of gastric lymphoma: a case-control study in Japan.",2019,1
31177282,Autoimmune hepatitis during preoperative chemotherapy in a patient with thymoma.,2019,1
31177277,Sublobar resection is associated with decreased survival for patients with early stage large-cell neuroendocrine carcinoma of the lung.,2019,1
31177266,Identification of Key Genes and Pathway for Ovarian Neoplasms Using the OVDM1 Cell Line Based on Bioinformatics Analysis.,2019,1
31177263,Monocarboxylate Transporter 4 (MCT4) Overexpression Is Correlated with Poor Prognosis of Osteosarcoma.,2019,1
31177262,The Oncologist's Guide to Synoptic Reporting: A Primer.,2020,1
31177261,Ca2+ Channel Toolkit in Neuroendocrine Tumors.,2020,1
31177230,A Robust and Scalable High-Throughput Compatible Assay for Screening Amyloid-??-Binding Compounds.,2019,1
31177207,Adjuvant drug-assisted bone healing: Part III - Further strategies for local and systemic modulation.,2019,1
31177206,Adjuvant drug-assisted bone healing: Part II - Modulation of angiogenesis.,2019,1
31177205,Adjuvant drug-assisted bone healing: Part I - Modulation of inflammation.,2019,1
31177204,Erratum.,2019,1
31177203,Lycopene Inhibits Smoke-Induced Chronic Obstructive Pulmonary Disease and Lung Carcinogenesis by Modulating Reverse Cholesterol Transport in Ferrets.,2019,1
31177193,Management of a case of orbital lymphangioma presenting in adulthood with negative-pressure aspiration and bleomycin injection.,2019,1
31177192,Thyroid-like low-grade papillary adenocarcinoma of nasopharynx.,2019,1
31177189,International multicentre retrospective cohort study of ocular adnexal marginal zone B-cell lymphoma.,2020,1
31177178,,2019,1
31177176,Early Diagnosis of Cardiotoxicity in Patients Undergoing Chemotherapy for Acute Lymphoblastic Leukemia.,2019,1
31177175,The Significance of Pregnancy-associated Plasma Protein a Serum Concentration in Clear Cell Renal Cell Carcinoma.,2019,1
31177174,The Role of DNA Repair Glycosylase OGG1 in Intrahepatic Cholangiocarcinoma.,2019,1
31177173,Immunohistochemical Biomarkers of Survival in Patients With Adenocarcinoma of the Uterine Cervix Receiving Chemoradiotherapy.,2019,1
31177172,Gastric Emptying Improved Significantly After PRG Compared to Billroth-I Reconstruction: Assessment of Gastric Emptying With a ,2019,1
31177171,Minimally Invasive Circumferential Hiatal Dissection for the Treatment of Adenocarcinoma of the Distal Esophagus and Esophago-gastric Junction: Technical Considerations Combined With Histopathological Outcomes.,2019,1
31177170,Warthin-like Mucoepidermoid Carcinoma of the Parotid Gland: Unusual Morphology and Diagnostic Pitfalls.,2019,1
31177169,Thoracoscopic Oesophagectomy Using Prone Positioning for Oesophageal Cancer With Right Aortic Arch: A Case Report.,2019,1
31177168,Intraoperative Neurological Monitoring During Neck Dissection for Esophageal Cancer With Aberrant Subclavian Artery.,2019,1
31177167,"Primary Extracranial Meningioma of Mastoid in a Patient With History of Skin Squamous Cell Carcinoma, Lung Adenocarcinoma and Prostatic Carcinoma.",2019,1
31177166,Serum Prognostic Factors of Androgen-deprivation Therapy Among Japanese Men With ,2019,1
31177165,Preoperative Neutrophil-Lymphocyte Ratio Is a Predictor of Bowel Obstruction Due to Colorectal Cancer Growth.,2019,1
31177164,Predictive Factors for Elevated Postoperative Carbohydrate Antigen 19-9 Levels in Patients With Resected Pancreatic Cancer.,2019,1
31177163,Multidisciplinary Therapy for Locally Advanced Oesophageal Cancer With Special Reference to Surgical Conversion and Salvage.,2019,1
31177162,Psychosocial Distress in Follow-up Care - Results of a Tablet-based Routine Screening in 202 Patients With Sarcoma.,2019,1
31177161,Clinical Outcomes of Isolated Regional Lymph Node Recurrence in Patients With Malignant Cutaneous Melanoma.,2019,1
31177160,Day Surgery Management of Early Breast Cancer: Feasibility and Psychological Outcomes.,2019,1
31177159,Patterns of End-of-Life Oncologic Care for Stage IV Non-small Cell Lung Cancer in the United States.,2019,1
31177158,Curative and Prophylactic Surgery of Young-onset Colorectal Cancer in Inherited Syndromes: A 15-Year Monocentric Retrospective Experience.,2019,1
31177157,Comprehensive Analysis of Red Blood Cell Distribution Width as a Preoperative Prognostic Predictor in Gastric Cancer.,2019,1
31177156,Intrinsic Prognostic Impact of Tumor-infiltrating Lymphocytes in Systemically Untreated Patients With Early-stage Triple-negative Breast Cancer.,2019,1
31177155,Multiparametric MRI ,2019,1
31177154,Radiotherapy or Chemoradiation in Unresectable Biliary Cancer: A Retrospective Study.,2019,1
31177153,Optimal Timing of Cabazitaxel Introduction for Japanese Patients With Metastatic Castration-resistant Prostate Cancer.,2019,1
31177152,The Link Between Local Recurrence and Distant Metastases in Patients With Rectal Cancer.,2019,1
31177151,Comparison of Response and Outcomes of Drug-eluting Bead Chemoembolization (DEB-TACE) ,2019,1
31177150,An Adult Patient With Rare Primary Intracranial Alveolar Rhabdomyosarcoma.,2019,1
31177149,Usefulness of Hematological Inflammatory Markers in Predicting Severe Side-effects from Induction Chemotherapy in Head and Neck Cancer Patients.,2019,1
31177148,Clinical and Quantitative MRI Perfusion Analysis of Osteoid Osteomas Before and After Microwave Ablation.,2019,1
31177147,Reevaluation of Preoperative Chemoradiotherapy for Clinical T3 Lower Rectal Cancer: A Multicenter Collaborative Retrospective Clinical Study.,2019,1
31177146,Clinical and Biological Significance of PD-L1 Expression Within the Tumor Microenvironment of Oral Squamous Cell Carcinoma.,2019,1
31177145,Prognostic Factors for Post-recurrent Survival in Hepatocellular Carcinoma After Curative Resection.,2019,1
31177144,Prognostic Role of Apelin Receptor Expression in Hepatocellular Carcinoma Treated With Curative Surgical Resection.,2019,1
31177143,Effectiveness of Image-guided Brachytherapy in Patients With Locally Advanced Cervical Squamous Cell Carcinoma Receiving Concurrent Chemoradiotherapy.,2019,1
31177142,Real-Time Fluorescence Vessel Navigation Using Indocyanine Green During Laparoscopic Colorectal Cancer Surgery.,2019,1
31177141,Bullous Lupus Under Nivolumab Treatment for Lung Cancer: A Case Report With Systematic Literature Review.,2019,1
31177140,Brain Metastasis and Renal Cell Carcinoma: Prognostic Scores Assessment in the Era of Targeted Therapies.,2019,1
31177139,Prognostic Factors and Outcomes for Patients With Myxofibrosarcoma: A 13-Year Retrospective Evaluation.,2019,1
31177138,Anastomotic Leakage in Rectal Surgery: Role of the Ghost Ileostomy.,2019,1
31177137,"Influence of Race, Income, Insurance, and Education on the Rate of Breast Reconstruction.",2019,1
31177136,MRI in the Follow-up of Testicular Cancer: Less is More.,2019,1
31177135,Comparison Between Stereotactic and Conventional Radiotherapy for Solitary Lung Tumor After Resection of Lung Cancer.,2019,1
31177134,A Rare Case of Distal Interphalangeal Chondromatosis in the Middle Finger: Case Report With Review of Literature.,2019,1
31177133,Prognostic Value of Quality of Life in Endocrine Therapy for Elderly Patients With Breast Cancer: A Retrospective Study.,2019,1
31177132,Feasibility of Salvage Re-irradiation With Stereotactic Radiotherapy for Recurrent Glioma Using CyberKnife.,2019,1
31177130,Should We Cease to Perform Salvage Hysterectomy After Chemoradiation and Brachytherapy in Locally Advanced Cervical Cancer?,2019,1
31177129,Defining an Intermediate-risk Group for Low-grade Glioma: A National Cancer Database Analysis.,2019,1
31177128,Associations Between Gene Polymorphisms of Vascular Endothelial Growth Factor and Prostate Cancer.,2019,1
31177127,Association of ,2019,1
31177126,Targeted Genomic Sequencing Reveals Novel ,2019,1
31177125,RAW 264.7 Macrophage Polarization by Pancreatic Cancer Cells - A Model for Studying Tumour-promoting Macrophages.,2019,1
31177124,Paraoxonase 1 (PON1) Q192R and L55M Polymorphisms as Potential Predisposition Factors for Chronic Lymphocytic Leukemia.,2019,1
31177123,The Significance of MicroRNA-449a and Its Potential Target HDAC1 in Patients With Colorectal Cancer.,2019,1
31177122,ARID3A Positivity Correlated With Favorable Prognosis in Patients With Residual Rectal Cancer After Neoadjuvant Chemoradiotherapy.,2019,1
31177120,IGFBP1 Is a Predictive Factor for Haematogenous Metastasis in Patients With Gastric Cancer.,2019,1
31177119,The Triple-negative Breast Cancer Cell Line MDA-MB 231 Is Specifically Inhibited by the Ionophore Salinomycin.,2019,1
31177118,IGF-IEc Expression Is Associated With Advanced Differentiated Thyroid Cancer.,2019,1
31177117,Overexpression of Galectin-3 in Chronic Lymphocytic Leukemia Is Associated With 17p Deletion: A Short Report.,2019,1
31177116,Feasibility of a Tungsten Rubber Grid Collimator for Electron Grid Therapy.,2019,1
31177115,Contribution of Caspase-8 Genotypes to Colorectal Cancer Risk in Taiwan.,2019,1
31177114,FOXI1 Immunohistochemistry Differentiates Benign Renal Oncocytoma from Malignant Chromophobe Renal Cell Carcinoma.,2019,1
31177113,Postoperative Inflammation Is an Independent Prognostic Factor in Patients With Thoracic Esophageal Squamous Cell Carcinoma.,2019,1
31177112,CD204-Positive Tumor-associated Macrophages Relate to Malignant Transformation of Colorectal Adenoma.,2019,1
31177111,Long-term Prognostic Impact of Chromosome Abnormalities in Clear Cell Renal Cell Carcinoma.,2019,1
31177110,Regulation of Differentiation of HC11 Mouse Breast Epithelial Cells by the Signal Transducer and Activator of Transcription-3.,2019,1
31177109,Traditional Chinese Medicine (TCM) ,2019,1
31177108,Knockdown of Histone Methyltransferase WHSC1 Induces Apoptosis and Inhibits Cell Proliferation and Tumorigenesis in Salivary Adenoid Cystic Carcinoma.,2019,1
31177107,Radiation-induced Vascular Damage and the Impact on the Treatment Outcome of Stereotactic Body Radiotherapy.,2019,1
31177106,Clinical Significance of Selected Chemokines in Thyroid Cancer.,2019,1
31177105,Clinical Impact of Perioperative Oral/Dental Care on Cancer Surgery Outcomes.,2019,1
31177104,Metastatic Carcinomas of the Adrenal Glands: From Diagnosis to Treatment.,2019,1
31177103,"The Essential Role of DCLK1 in Pathogenesis, Diagnostic Procedures and Prognostic Stratification of Colorectal Cancer.",2019,1
31177102,"The Past, Present and Future of Immunotherapy for Metastatic Renal Cell Carcinoma.",2019,1
31177095,Trophoblast cell surface antigen 2 (Trop-2) phosphorylation by protein kinase C ??/?? (PKC??/??) enhances cell motility.,2019,1
31177074,"Synthesis and anti-tumor efficacy of novel 2, 4-diarylaminopyrimidine derivatives bearing N-(3-pyridinylmethyl) urea moiety as anaplastic lymphoma kinase inhibitors.",2019,3
31177073,"Discovery of 1,2,4-oxadiazole-Containing hydroxamic acid derivatives as histone deacetylase inhibitors potential application in cancer therapy.",2019,3
31177063,Cell intrinsic hallmarks (Frequency and Bioelectrical potential) sensitive nano-carriers for cancer therapy: A lost option in research.,2019,3
31177062,Limonin provokes hepatocellular carcinoma cells with stemness entry into cycle via activating PI3K/Akt signaling.,2019,3
31177057,Association between inflammatory potential of the diet and sleep parameters in sleep apnea patients.,2019,3
31177056,Mediators of cachexia in cancer patients.,2019,3
31177050,A reliable LC-MS/MS method for the quantification of natural amino acids in mouse plasma: Method validation and application to a study on amino acid dynamics during hepatocellular carcinoma progression.,2019,3
31177044,Radiotherapy for node-positive prostate cancer: 2019 Recommendations of the Australian and New Zealand Radiation Oncology Genito-Urinary group.,2019,3
31177043,The prognostic role of 18F-fluorodeoxyglucose PET in head and neck cancer depends on HPV status.,2019,3
31177042,Early biochemical predictors of survival in intermediate and high-risk prostate cancer treated with radiation and androgen deprivation therapy.,2019,3
31177036,"Potential Effect of 1,25 Dihydroxyvitamin D",2019,3
31177032,Identification of adenylate kinase 5 antibodies during routine diagnostics in a tissue-based assay: Three new cases and a review of the literature.,2019,3
31177019,Delicaflavone induces apoptosis via mitochondrial pathway accompanying G2/M cycle arrest and inhibition of MAPK signaling cascades in cervical cancer HeLa cells.,2019,3
31177015,Tp47 induces cell death involving autophagy and mTOR in human microglial HMO6 cells.,2019,3
31177014,Virome and bacteriome: two sides of the same coin.,2019,3
31177010,Spectroscopic and cytotoxicity studies on the combined interaction of (-)-epigallocatechin-3-gallate and anthracycline drugs with human serum albumin.,2019,3
